System no.,AMR,apol,Si,MW,McG_Vol,VABC
1,-0.7865244178986025,-5.904219896678979,5.676315235836306,5.779836558553861,-1.2568164773402126,-0.16342956739218883
2,-0.7865244178986025,-5.904219896678979,5.676315235836306,5.779836558553861,-1.2568164773402126,-0.16342956739218883
3,-0.7865244178986025,-5.904219896678979,5.676315235836306,5.779836558553861,-1.2568164773402126,-0.16342956739218883
4,3.216860424014637,-4.802077192150565,45.361179383375486,32.540734884486334,-1.2183523704273251,7.877976175398399
5,0.4027662602688474,-5.39754057753684,23.991568295330556,16.839521888527827,-1.2391136841952783,3.4970969535564533
6,-0.30256622579023623,-5.72677883061154,12.320874791390226,9.147293724423102,-1.2503594835266472,1.1527706835956653
7,-0.30256622579023623,-5.72677883061154,12.320874791390226,9.147293724423102,-1.2503594835266472,1.1527706835956653
8,-0.6006733569710411,-5.952317932917408,0.995406246023302,10.8868736271263,-1.2562049837125546,-0.09590417479631003
9,-0.9667320383788467,-5.841206775915855,7.648091162300418,5.463079889204428,-1.2550861924454282,0.14434375177296502
10,-0.9667320383788467,-5.841206775915855,7.648091162300418,5.463079889204428,-1.2550861924454282,0.14434375177296502
11,-0.7394645251505022,-5.756140578003529,10.700892747253748,7.706110316512627,-1.2521202904785778,0.7701836402973794
12,-0.6006733569710411,-5.952317932917408,0.995406246023302,10.8868736271263,-1.2562049837125546,-0.09590417479631003
13,-0.9667320383788467,-5.841206775915855,7.648091162300418,5.463079889204428,-1.2550861924454282,0.14434375177296502
14,-0.6006733569710411,-5.952317932917408,0.995406246023302,10.8868736271263,-1.2562049837125546,-0.09590417479631003
15,-1.1585348604973895,-5.981977424348514,3.1624700378559116,2.4182024400979474,-1.2592571894271984,-0.724748982520339
16,-0.8013706471251553,-5.904219896678979,5.676315235836306,5.779836558553861,-1.2561260473578655,0.012425229258795484
17,-1.6485345780638798,-6.06704362226084,0.10966845422825733,0.17517201198956275,-1.2622230913940489,-1.3505888712256737
18,-0.8013706471251553,-5.904219896678979,5.676315235836306,5.779836558553861,-1.2561260473578655,0.012425229258795484
19,-0.7865244178986025,-5.904219896678979,5.676315235836306,5.779836558553861,-1.2568164773402126,-0.16342956739218883
20,-0.30256622579023623,-5.72677883061154,12.320874791390226,9.147293724423102,-1.2503594835266472,1.1527706835956653
21,-0.30256622579023623,-5.72677883061154,12.320874791390226,9.147293724423102,-1.2503594835266472,1.1527706835956653
22,-0.30256622579023623,-5.72677883061154,12.320874791390226,9.147293724423102,-1.2503594835266472,1.1527706835956653
23,-0.6006733569710411,-5.952317932917408,0.995406246023302,10.8868736271263,-1.2562049837125546,-0.09590417479631003
24,-0.6006733569710411,-5.952317932917408,0.995406246023302,10.8868736271263,-1.2562049837125546,-0.09590417479631003
25,-0.6006733569710411,-5.952317932917408,0.995406246023302,10.8868736271263,-1.2562049837125546,-0.09590417479631003
26,-0.9667320383788467,-5.841206775915855,7.648091162300418,5.463079889204428,-1.2550861924454282,0.14434375177296502
27,-0.9667320383788467,-5.841206775915855,7.648091162300418,5.463079889204428,-1.2550861924454282,0.14434375177296502
28,-0.30256622579023623,-5.72677883061154,12.320874791390226,9.147293724423102,-1.2503594835266472,1.1527706835956653
29,-0.7335713058728748,-5.822871567098464,8.727560377192287,5.624369747985902,-1.2539431940295307,0.36789751093438267
30,-0.5063037926445304,-5.73780536918614,11.780361962145617,7.867400177694662,-1.2509772920626803,0.9937373987351145
31,-0.7394645251505022,-5.756140578003529,10.700892747253748,7.706110316512627,-1.2521202904785778,0.7701836402973794
32,-0.9667320383788467,-5.841206775915855,7.648091162300418,5.463079889204428,-1.2550861924454282,0.14434375177296502
33,-0.9667320383788467,-5.841206775915855,7.648091162300418,5.463079889204428,-1.2550861924454282,0.14434375177296502
34,-0.4403934037964695,-5.896212402368023,4.409683524253193,4.979210314460385,-1.2564438977460803,-0.1959565579961639
35,-0.4403934037964695,-5.896212402368023,4.409683524253193,4.979210314460385,-1.2564438977460803,-0.1959565579961639
36,-0.4403934037964695,-5.896212402368023,4.409683524253193,4.979210314460385,-1.2564438977460803,-0.1959565579961639
37,-0.4403934037964695,-5.896212402368023,4.409683524253193,4.979210314460385,-1.2564438977460803,-0.1959565579961639
38,-0.4403934037964695,-5.896212402368023,4.409683524253193,4.979210314460385,-1.2564438977460803,-0.1959565579961639
39,0.4027662602688474,-5.39754057753684,23.991568295330556,16.839521888527827,-1.2391136841952783,3.4970969535564533
40,0.4027662602688474,-5.39754057753684,23.991568295330556,16.839521888527827,-1.2391136841952783,3.4970969535564533
41,-1.1585348604973895,-5.981977424348514,3.1624700378559116,2.4182024400979474,-1.2592571894271984,-0.724748982520339
42,-1.1585348604973895,-5.981977424348514,3.1624700378559116,2.4182024400979474,-1.2592571894271984,-0.724748982520339
43,-0.8606657997642237,-5.933488248464314,4.726007909298659,4.5795816174416295,-1.2571764271175947,-0.26057398437536294
44,-0.8606657997642237,-5.933488248464314,4.726007909298659,4.5795816174416295,-1.2571764271175947,-0.26057398437536294
45,-0.8606657997642237,-5.933488248464314,4.726007909298659,4.5795816174416295,-1.2571764271175947,-0.26057398437536294
46,-0.8606657997642237,-5.933488248464314,4.726007909298659,4.5795816174416295,-1.2571764271175947,-0.26057398437536294
47,-0.901617819552399,-5.928417786817753,5.22938365825151,4.819611202881048,-1.25715642990774,-0.2527957532166606
48,-0.901617819552399,-5.928417786817753,5.22938365825151,4.819611202881048,-1.25715642990774,-0.2527957532166606
49,-0.901617819552399,-5.928417786817753,5.22938365825151,4.819611202881048,-1.25715642990774,-0.2527957532166606
50,-0.901617819552399,-5.928417786817753,5.22938365825151,4.819611202881048,-1.25715642990774,-0.2527957532166606
51,-0.901617819552399,-5.928417786817753,5.22938365825151,4.819611202881048,-1.25715642990774,-0.2527957532166606
52,-0.901617819552399,-5.928417786817753,5.22938365825151,4.819611202881048,-1.25715642990774,-0.2527957532166606
53,-0.901617819552399,-5.928417786817753,5.22938365825151,4.819611202881048,-1.25715642990774,-0.2527957532166606
54,-0.901617819552399,-5.928417786817753,5.22938365825151,4.819611202881048,-1.25715642990774,-0.2527957532166606
55,-1.1585348604973895,-5.981977424348514,3.1624700378559116,2.4182024400979474,-1.2592571894271984,-0.724748982520339
56,-1.1585348604973895,-5.981977424348514,3.1624700378559116,2.4182024400979474,-1.2592571894271984,-0.724748982520339
57,-1.1585348604973895,-5.981977424348514,3.1624700378559116,2.4182024400979474,-1.2592571894271984,-0.724748982520339
58,-0.901617819552399,-5.928417786817753,5.22938365825151,4.819611202881048,-1.25715642990774,-0.2527957532166606
59,-1.6485345780638798,-6.06704362226084,0.10966845422825733,0.17517201198956275,-1.2622230913940489,-1.3505888712256737
60,-0.8013706471251553,-5.904219896678979,5.676315235836306,5.779836558553861,-1.2561260473578655,0.012425229258795484
61,-1.6485345780638798,-6.06704362226084,0.10966845422825733,0.17517201198956275,-1.2622230913940489,-1.3505888712256737
62,-0.8013706471251553,-5.904219896678979,5.676315235836306,5.779836558553861,-1.2561260473578655,0.012425229258795484
63,-0.7865244178986025,-5.904219896678979,5.676315235836306,5.779836558553861,-1.2568164773402126,-0.16342956739218883
